estimated_population_2019	death_rate
78013	0.1875
21747	0.5
100179	0.1905
238882	0.1111
472912	0.0838
12908	0.25
19779	0.5
29564	0.2857
68885	0.3333
445842	0.1005
151888	0.0435
56702	0.125
50498	0.0769
59772	0.2
18524	0.25
60174	0.1429
698418	0.1022
113542	0.125
19648	0.0588
109424	0.0909
46687	0.5
63407	0.5
168328	0.1111
27303	0.5
404142	0.127
39719	1
117452	0.1333
49961	0.25
56150	0.3333
325073	0.1983
228743	0.1111
39516	0.5455
29707	0.3333
56322	0.3333
123393	0.0862
703293	0.0636
10799	1
206424	0.4375
17139	1
193475	0.1667
14788	0.5
57386	0.4545
139447	0.0309
27557	1
718773	0.0548
6929	1
433311	0.0828
838936	0.0636
161127	0.0592
251983	0.25
460671	0.0964
721944	0.0515
15825	0.3333
40954	0.1111
12252023	0.0858
91016	0.05
88980	0.0645
365798	0.0153
45107	1
125815	0.1818
679378	0.1881
297637	0.0876
289664	0.0824
121766	0.0769
314924	0.1212
65524	0.3333
129193	0.1739
52597	0.2727
121838	0.1538
78728	0.0741
122480	0.25
45919049	0.0852
299127	0.0208
51252	1
1572866	0.0172
19761	0.0455
407319	0.0508
881935	0.0465
17545	1
15616	1
28635	1
1018948	0.0411
51901	0.1429
13264	0.5
24642	1
13176	1
7951	1
25733	1
3337357	0.0529
39565	0.0769
27502	0.5
19679	0.1429
28294	0.0152
37869	0.1
85097	0.0556
48296	0.051
101337	0.0952
97377	0.0683
32105	0.0909
2182763	0.0935
55751	0.3333
63905	0.1071
19454	0.5
114273	0.0625
33347	0.0588
39299	0.0333
65844	0.0548
59849	0.0455
16256	0.1429
4144597	0.0815
50410	0.0909
503327	0.029
27270	0.0833
121364	0.0342
845731	0.0309
17040	1
16970	1
54379	1
23328	0.5
299132	0.025
30662	0.5
54704	0.2
614872	0.0149
7128	0.5
162327	0.0225
45873	0.0625
213223	0.0203
14579	0.1667
8761	1
76147	0.2857
216707	0.1111
198440	0.0952
13997	1
2872347	0.0334
20519	0.1905
19178	1
338480	0.04
14873064	0.0352
14929	0.25
62641	0.037
54270	0.1667
17146	0.25
43452	0.3333
74547	0.0714
10935	1
17738	0.5
22547	0.2
18699	1
71743	0.0476
361400	0.0379
75074	0.1667
53618	0.0833
19450	1
2669342	0.0593
67337	0.0526
13353	1
102498	0.1481
26178	0.3333
38166	0.3333
37980	0.025
34682	0.1538
59540	0.1818
227886	0.0903
128978	0.0806
38737	0.125
13818	1
43797	0.1667
25703	0.1
83432	0.0263
43258	0.125
20567	0.0909
81082	0.0714
78194	0.1
16554	1
43703	0.1429
48422	0.0588
13000	0.2
208935	0.0194
18324	1
75946	0.2
19825	0.5
60889	1
9132078	0.0585
3015268	0.025
3015268	0.0235
30586	0.25
101220	0.0714
381285	0.0297
173555	0.0278
11574	0.2
40431	0.25
130611	0.0769
517510	0.0561
78239	0.0833
493838	0.0222
362097	0.0286
4018650	0.0324
578179	0.087
5600	0.5
70084	0.0714
1516113	0.033
208299	0.2727
10988	0.3333
31458	0.3333
89918	1
3223	0.1667
235647	0.0667
168468	0.1
7018354	0.0422
8128	1
26803	0.1667
29848	0.3333
104949	0.0476
9431	0.25
32695	0.5
12908	0.5
258682	0.0435
50266	0.5
14962	1
122197	0.075
30761	0.1818
177687	0.0479
1101884	0.0587
51714	0.1667
7075181	0.0574
117267	0.1429
106229	0.3333
3429	1
2512070	0.0197
7715	1
6868	1
75123	0.3333
663855	0.0417
238230	0.0164
31617	1
36225	0.0476
279885	0.2
120060	0.125
568873	0.0246
60724	0.0667
409341	0.1429
2462	1
40750	0.5
102693	1
31331	1
33639	0.5
21083	0.5
152488	0.0714
90757	0.0526
34691	0.5
167397	0.0714
150737	0.0833
46487	0.3333
56323	0.25
3962	1
70956	0.5
7021	0.5
56746	0.3333
333783	0.0612
691305	0.0737
135558	0.0833
19320	1
21168791	0.0391
11329	0.3333
895982	0.0159
222949	0.0833
42148	0.5
121388	0.0732
2778986	0.0378
22354	0.5
61012	0.3333
94376	0.1667
612547	0.0079
65534	1
27739	0.1667
232491	0.0526
142996	0.0526
3484466	0.0391
530598	0.0338
124680	0.0833
1492745	0.0515
62737	0.0833
127686	0.0909
102701	0.125
137890	0.1111
37085	0.3333
69027	0.0526
200793	0.0328
17929	1
57943	0.4
28935	0.5
279349	0.2
131521	0.0294
52137	0.5
113145	0.125
208273	0.0862
31082	0.3333
52357	0.5
10128	0.2
70801	0.0286
304589	0.1
31482	0.0385
18050	0.5
13996	1
58986	0.1429
53686	0.04
61403	0.5
8602865	0.055
96880	0.0588
17804	1
14122	1
67736	0.0909
61993	0.25
409731	0.0476
24670	0.2
809015	0.0683
7150	0.3333
21837	1
6617	1
107605	0.1667
4509	1
136586	0.1702
52625	0.0556
15376	1
4018127	0.0837
99990	0.037
24885	1
36771	0.6667
38386	0.2222
22829	0.3333
20524	0.2
74338	0.2308
76439	0.1667
48554	0.5
39184	0.2857
38134	0.5
207048	0.1818
157828	0.0895
19551	1
83641	0.1111
361118	0.1304
42892	0.25
13518	0.1429
37111	0.3333
15457	0.2
31052	1
139788	0.2222
30604	0.3333
79758	0.1429
117019	0.1739
96204	0.15
13616	1
16955	0.5
702298	0.114
21429	0.5
18071	0.3333
16290	0.5
56250	0.25
25376	0.5
16088	0.25
62784	0.0345
392482	0.0735
63250	0.375
26474	1
56506	0.2121
331774	0.0623
27091	0.1111
6813	1
1645727	0.0656
47415	0.25
21298	0.1667
113230	0.184
35907	0.1667
45865	0.1667
28534	1
10096	1
53022	0.1667
30521	0.5
18482	0.3333
138757	0.1667
9557071	0.084
5630	1
19781	1
11019	1
153078	0.1579
38742	0.3333
78222	0.1429
28791	0.2857
6423	1
5346	0.3333
864845	0.0332
3273227	0.0515
134996	0.1333
123027	0.0714
13970	0.1
31367	0.3333
14202	1
132002	0.1111
94859	0.125
328454	0.0563
82620	0.0667
1933105	0.0386
258532	0.025
33119	0.0769
6581	0.3333
10169	1
31984	0.3333
7013	1
569733	0.1368
13502	1
423666	0.0909
154936	0.1429
88374	0.1111
82881	0.0714
132157	0.05
11123	0.5
7449	0.5
12037	0.1429
3981	0.1429
2641	0.3333
5855	0.1111
10219	0.1667
21016	1
17094	0.5
7257	0.3333
11433957	0.0641
132400	0.0333
30349	0.2
100374	0.1765
184412	0.04
510906	0.0537
27446	0.2
37096	0.1429
226525	0.1071
58937	0.1
507548	0.2222
919596	0.21
28310	0.2667
240592	0.0886
133019	0.125
104768	0.0435
256672	0.1951
245071	0.0685
44468	0.3333
161207	0.1346
176103	0.0827
25538	0.1429
162485	0.0588
513584	0.0752
190631	0.0698
821128	0.0769
52257	0.0588
43165	0.2
306191	0.1111
150319	0.0682
131341	0.25
60201	0.1364
150674	0.1935
6718903	0.077
42205	0.5
1084839	0.1077
472406	0.0915
104476	0.1176
18228	0.2222
34309	0.5455
182594	0.0278
273012	0.0582
17264943	0.0852
58017	0.0645
13577	1
35845	0.0909
34276	0.2727
8180	1
73497	0.1818
11179	1
5638	0.25
15491	0.25
7544	1
80792	0.0625
297378	0.094
884122	0.0274
27602	0.2
261469	0.0103
102400	0.0476
43899	0.125
8202	0.3333
12279	1
10786	1
33287	1
3506853	0.056
128969	0.0741
529544	0.0211
55058	0.25
1777225	0.0254
15510	0.25
399213	0.0078
605761	0.0094
210305	0.0909
10065	0.5
346616	0.0476
16254	0.5
25877	0.5
35070	0.0833
281519	0.05
24293	0.2
84014	0.0536
44161	0.0204
246748	0.0769
203275	0.1068
1483771	0.0326
236835	0.0294
17502	0.125
3030	0.5
66218	0.25
71554	0.1818
11377239	0.0358
8513	0.2727
13071	0.25
142295	0.0294
10979	0.5
33450	0.0714
82989	0.0455
16684	1
215186	0.0755
500973	0.019
69639	0.1
69425	0.1429
219536	0.0566
65312	0.0833
590466	0.0207
16916	1
171797	0.04
3976	0.5
32531	0.25
21388	0.1667
17453	1
246586	0.0204
13410	0.1429
30374	0.0909
8676	0.5
105686	0.0606
21268	0.3333
7164788	0.0298
657013	0.0507
41928	0.1429
34356	0.5
10855	1
40484	0.25
2298696	0.0521
18705	0.3333
37214	0.0667
239597	0.0909
25228	0.5
22364	0.3333
197016	0.0364
6357	0.2222
236072	0.0625
89824	0.0238
104386	0.25
142761	0.04
90655	0.0909
122098	0.1053
274182	0.0528
376818	0.0759
146497	0.05
168668	0.225
4191	1
101470	0.1471
76801	0.1429
1204073	0.043
84650	0.1538
47138	0.3333
121532	0.125
400927	0.0462
121862	0.2727
17896	1
249210	0.0839
35292	0.125
82238	0.2
423884	0.0691
46793	0.5
15494	0.5
273726	0.0952
69385	0.2
194276	0.04
175844	0.0667
154489	0.0991
320459	0.0333
1379182	0.1044
230851	0.0476
8159	1
11166	0.0769
251627	0.25
101816	0.2222
175693	0.0833
163901	0.1
237700	0.1591
74773	0.1875
370821	0.1264
120858	0.2
173939	0.125
61252	0.25
77263	0.2667
233662	0.0357
124937	0.0811
30044	1
418962	0.1625
31444	1
28516	0.4
7260	0.5
103391	0.5
68432	0.2
306114	0.05
78013	0.2308
21747	0.5
100179	0.1905
238882	0.1111
472912	0.0759
12908	0.25
19779	0.5
29564	0.3333
68885	0.5
445842	0.108
151888	0.0588
56702	0.1429
50498	0.0833
18524	0.25
60174	0.25
698418	0.1037
113542	0.125
19648	0.0667
109424	0.0909
46687	0.5
63407	0.5
168328	0.1111
27303	0.5
404142	0.1064
39719	1
117452	0.1026
49961	0.25
56150	0.5
325073	0.1429
228743	0.1333
39516	0.5455
56322	0.375
123393	0.0408
703293	0.0606
10799	1
206424	0.4375
17139	1
193475	0.5
14788	0.5
57386	0.4545
139447	0.0353
27557	1
718773	0.0529
6929	1
433311	0.0583
838936	0.0685
161127	0.0652
251983	0.2
460671	0.0976
721944	0.027
15825	0.3333
40954	0.1429
12252023	0.0838
91016	0.0526
88980	0.069
365798	0.0091
45107	1
125815	0.1818
679378	0.1765
297637	0.1017
289664	0.0813
314924	0.1212
129193	0.1818
52597	0.2727
121838	0.1667
78728	0.0741
122480	0.2
45919049	0.0841
299127	0.027
51252	1
1572866	0.0253
19761	0.0455
407319	0.0426
881935	0.0394
17545	1
15616	1
28635	1
1018948	0.0424
51901	0.1667
13264	0.5
24642	1
13176	1
7951	1
25733	1
3337357	0.0571
39565	0.0769
27502	0.5
19679	0.1429
28294	0.0308
37869	0.1154
85097	0.0556
48296	0.0543
101337	0.0875
97377	0.0664
32105	0.5
2182763	0.0904
55751	0.3333
63905	0.1071
19454	0.5
114273	0.0395
36279	0.0333
33347	0.0588
65844	0.0448
59849	0.0455
4144597	0.0793
503327	0.0283
27270	0.0833
121364	0.0342
845731	0.028
17040	1
16970	1
54379	1
23328	0.5
299132	0.025
30662	0.5
54704	0.25
614872	0.0149
7128	0.5
162327	0.024
45873	0.0625
213223	0.0208
14579	0.1667
8761	1
76147	0.2857
216707	0.1111
198440	0.0952
13997	1
2872347	0.0286
20519	0.2
19178	1
338480	0.04
14873064	0.0329
14929	0.25
62641	0.3333
17146	0.25
43452	0.3333
74547	0.0714
10935	1
17738	0.5
22547	0.2
18699	1
71743	0.1176
361400	0.0429
75074	0.0909
53618	0.1429
19450	1
2669342	0.0591
67337	0.0606
13353	1
102498	0.16
26178	0.3333
38166	0.3333
37980	0.025
34682	0.1667
59540	0.1818
227886	0.0945
128978	0.0727
38737	0.1429
13818	1
43797	0.1667
25703	0.125
83432	0.027
43258	0.5
20567	0.2
81082	0.1
78194	0.1
16554	1
43703	0.25
48422	0.0588
13000	0.25
208935	0.0217
18324	1
75946	0.25
55918	0.3333
19825	1
60889	1
9132078	0.0601
3015268	0.0257
3015268	0.024
30586	0.3333
101220	0.0714
381285	0.0266
173555	0.0278
11574	0.3333
40431	0.25
130611	0.0833
517510	0.0528
78239	0.0909
493838	0.0214
362097	0.0288
4018650	0.0313
578179	0.0909
5600	0.5
70084	0.0714
1516113	0.033
208299	0.1818
10988	0.3333
31458	0.3333
89918	1
3223	0.1667
235647	0.0714
168468	0.1111
7018354	0.0436
8128	1
26803	0.2
29848	0.3333
104949	0.0476
9431	0.25
32695	1
12908	0.5
258682	0.0326
50266	0.5
14962	1
122197	0.0811
30761	0.1818
177687	0.0438
1101884	0.0517
51714	0.1667
7075181	0.0519
106229	0.3333
3429	1
2512070	0.0202
7715	1
6868	1
75123	0.3333
663855	0.0435
238230	0.0172
31617	1
36225	0.0476
279885	0.2143
120060	0.125
568873	0.0248
60724	0.0667
409341	0.1667
2462	1
40750	0.5
102693	1
31331	1
33639	0.5
21083	0.5
152488	0.0714
90757	0.0526
34691	0.5
167397	0.0714
150737	0.0833
46487	0.3333
56323	1
3962	1
70956	0.5
7021	0.5
56746	0.5
333783	0.0612
691305	0.0737
135558	0.0833
19320	1
21168791	0.0394
11329	0.3333
895982	0.016
121388	0.0769
2778986	0.0299
22354	0.5
61012	0.3333
94376	0.25
612547	0.0079
65534	1
27739	0.1667
232491	0.0556
142996	0.0526
3484466	0.0361
530598	0.037
124680	0.0833
1492745	0.0539
62737	0.0833
127686	0.1053
102701	0.0667
137890	0.125
37085	0.3333
200793	0.0351
17929	1
57943	0.4
28935	0.5
279349	0.2353
131521	0.0312
52137	0.5
113145	0.0909
208273	0.069
31082	0.25
52357	1
10128	0.2
70801	0.0323
304589	0.1
31482	0.0435
18050	0.5
58986	0.1429
53686	0.04
61403	0.5
8602865	0.0551
96880	0.0667
14122	1
67736	0.1053
61993	0.25
409731	0.0513
24670	0.2
809015	0.0802
7150	0.3333
6617	1
107605	0.1818
4509	1
136586	0.175
52625	0.0769
15376	1
4018127	0.0921
99990	0.0408
24885	1
38386	0.1111
22829	0.3333
74338	0.25
76439	0.2
48554	0.5
39184	0.2857
38134	0.5
207048	0.2037
157828	0.0805
19551	1
361118	0.1364
42892	0.25
37111	0.5
15457	0.2
31052	1
139788	0.2222
30604	0.3333
79758	0.2
117019	0.1778
96204	0.15
13616	1
16955	0.5
702298	0.1171
21429	0.5
18071	0.5
16290	0.5
56250	0.25
25376	0.5
16088	0.25
62784	0.037
392482	0.0739
63250	0.375
26474	1
56506	0.28
331774	0.0643
27091	0.1111
6813	1
1645727	0.0669
21298	0.1667
113230	0.1949
35907	0.1667
28534	1
10096	1
53022	0.1818
30521	0.5
138757	0.1587
9557071	0.0847
5630	1
19781	1
11019	1
153078	0.1579
38742	0.3333
78222	0.1667
28791	0.2857
6423	1
5346	0.3333
864845	0.0338
3273227	0.0549
134996	0.1429
123027	0.0714
13970	0.1
31367	0.3333
14202	1
132002	0.1111
94859	0.1379
328454	0.0571
82620	0.0667
1933105	0.0396
258532	0.0238
33119	0.0769
6581	0.3333
10169	1
31984	0.1667
7013	1
569733	0.1368
13502	1
423666	0.0926
154936	0.1667
88374	0.125
82881	0.0714
132157	0.05
11123	0.5
7449	0.5
12037	0.1429
3981	0.1429
2641	0.3333
5855	0.1429
10219	0.1667
21016	0.5
17094	0.5
11433957	0.064
132400	0.0333
30349	0.2
100374	0.1765
184412	0.04
510906	0.0548
27446	0.2
37096	0.1429
226525	0.1111
58937	0.1
507548	0.125
919596	0.21
28310	0.2667
240592	0.0886
133019	0.125
104768	0.0435
256672	0.1951
245071	0.0758
44468	0.3333
161207	0.1538
176103	0.0758
25538	0.1429
162485	0.06
513584	0.0731
190631	0.0698
821128	0.0774
52257	0.0588
43165	0.2
306191	0.1
150319	0.0682
131341	0.25
60201	0.1579
150674	0.2143
6718903	0.0849
42205	0.5
1084839	0.1038
472406	0.0956
104476	0.1176
18228	0.25
34309	0.5455
182594	0.0278
273012	0.0582
17264943	0.0907
58017	0.069
13577	1
35845	0.0909
34276	0.2727
8180	1
73497	0.1
11179	1
5638	0.25
15491	0.25
7544	1
80792	0.0667
297378	0.0893
884122	0.0253
27602	0.2
261469	0.0106
102400	0.0476
43899	0.125
8202	0.3333
12279	1
10786	1
33287	1
3506853	0.0541
128969	0.0769
529544	0.0231
55058	0.25
1777225	0.0275
15510	0.5
399213	0.0083
605761	0.0098
210305	0.0909
10065	0.5
346616	0.0476
16254	0.5
25877	0.5
35070	0.0909
281519	0.0526
24293	0.2
84014	0.0392
44161	0.0204
246748	0.0769
203275	0.0686
1483771	0.0281
236835	0.037
17502	0.125
3030	0.5
66218	0.25
71554	0.3333
11377239	0.0315
8513	0.2727
13071	0.25
142295	0.0294
10979	0.5
33450	0.0714
82989	0.0462
16684	1
215186	0.0741
500973	0.0155
69639	0.1111
69425	0.1667
219536	0.06
65312	0.0833
590466	0.0227
16916	1
171797	0.0417
3976	0.5
32531	0.25
21388	0.1667
17453	1
246586	0.0204
13410	0.1667
30374	0.0909
8676	0.5
105686	0.0588
21268	0.3333
7164788	0.0322
657013	0.0522
41928	0.1429
34356	0.5
40484	0.25
2298696	0.0514
18705	0.5
37214	0.0909
239597	0.0909
25228	0.5
22364	0.5
197016	0.037
6357	0.2222
236072	0.0612
89824	0.0256
104386	0.1429
142761	0.0435
90655	0.0909
122098	0.1053
274182	0.0583
376818	0.0769
146497	0.0526
168668	0.2308
4191	1
101470	0.1587
76801	0.15
1204073	0.0458
84650	0.1667
121532	0.1111
400927	0.0519
121862	0.3
17896	1
249210	0.0787
35292	0.125
82238	0.3333
423884	0.0618
46793	0.5
15494	1
273726	0.0864
69385	0.2
194276	0.0405
175844	0.04
154489	0.0909
320459	0.0263
1379182	0.103
8159	1
11166	0.0769
251627	0.2143
101816	0.2222
175693	0.08
163901	0.1111
237700	0.1341
74773	0.2
370821	0.1341
120858	0.2
173939	0.1111
61252	0.25
77263	0.2667
233662	0.0345
124937	0.0909
30044	1
418962	0.1585
31444	1
28516	0.4
7260	1
103391	0.5
68432	0.2
306114	0.0556
78013	0.25
21747	0.6667
100179	0.2105
238882	0.1111
472912	0.0567
12908	0.25
19779	0.6667
29564	0.4
68885	0.5
445842	0.0662
151888	0.0714
56702	0.125
50498	0.0833
18524	0.3333
60174	0.3333
698418	0.1017
113542	0.0667
19648	0.0833
109424	0.0909
46687	0.5
63407	1
168328	0.1429
27303	0.5
404142	0.1163
39719	1
117452	0.0833
49961	0.25
56150	0.5
325073	0.1413
228743	0.1538
39516	0.5455
56322	0.2857
123393	0.0435
703293	0.0526
10799	1
206424	0.4375
17139	1
193475	0.5
14788	0.5
57386	0.3333
139447	0.0241
27557	1
718773	0.0523
6929	1
433311	0.0587
838936	0.0653
161127	0.0662
251983	0.1667
460671	0.1039
721944	0.0287
15825	0.25
40954	0.1667
12252023	0.0824
91016	0.0526
88980	0.0769
365798	0.0094
45107	1
125815	0.2
679378	0.1786
297637	0.0901
289664	0.0833
129193	0.1667
52597	0.2143
121838	0.1667
78728	0.0476
122480	0.2222
45919049	0.0821
299127	0.0303
51252	1
1572866	0.0299
19761	0.0455
407319	0.0465
881935	0.0426
17545	1
15616	1
28635	1
1018948	0.0422
51901	0.1667
13264	0.5
13176	1
7951	1
25733	1
3337357	0.0579
27502	0.5
19679	0.1429
28294	0.0588
37869	0.1429
85097	0.0556
48296	0.0625
101337	0.0845
97377	0.0669
32105	0.5
2182763	0.087
55751	0.3333
63905	0.122
19454	0.5
114273	0.0423
36279	0.05
33347	0.0588
65844	0.0556
59849	0.0526
4144597	0.079
503327	0.0295
121364	0.0388
845731	0.029
17040	1
16970	1
54379	1
23328	0.5
299132	0.0286
30662	0.5
54704	0.25
614872	0.0152
7128	0.5
162327	0.0268
45873	0.0625
213223	0.0263
14579	0.1667
8761	1
76147	0.2857
216707	0.125
198440	0.0976
2872347	0.0291
20519	0.2857
19178	1
338480	0.04
14873064	0.034
14929	0.25
62641	0.25
17146	0.25
74547	0.0714
10935	1
17738	0.5
22547	0.1667
18699	1
71743	0.0769
361400	0.0379
53618	0.1026
19450	1
2669342	0.057
67337	0.087
13353	1
102498	0.1818
26178	0.3333
38166	0.5
37980	0.0323
34682	0.1667
59540	0.1818
227886	0.0783
128978	0.0408
38737	0.25
43797	0.1667
83432	0.0303
43258	1
20567	0.2
81082	0.1111
78194	0.1053
16554	1
43703	0.25
48422	0.0625
13000	0.25
208935	0.0222
18324	1
75946	0.25
55918	0.3333
19825	1
60889	1
9132078	0.0575
3015268	0.0282
3015268	0.0265
30586	0.3333
101220	0.0769
381285	0.024
173555	0.0294
11574	0.3333
40431	0.25
130611	0.0833
517510	0.049
78239	0.0588
493838	0.0222
362097	0.0309
4018650	0.0304
578179	0.0909
5600	0.5
70084	0.0741
1516113	0.0403
208299	0.1818
10988	0.3333
31458	0.3333
89918	1
3223	0.1667
235647	0.0714
168468	0.1429
7018354	0.0494
8128	1
26803	0.3333
29848	0.3333
104949	0.1111
32695	1
12908	0.5
258682	0.0341
50266	0.5
14962	1
122197	0.0725
30761	0.1818
177687	0.0444
1101884	0.0496
51714	0.1667
7075181	0.0504
3429	1
2512070	0.0208
7715	1
6868	1
75123	0.3333
663855	0.0444
238230	0.0172
31617	1
36225	0.05
279885	0.1429
120060	0.125
568873	0.025
60724	0.0667
409341	0.1667
2462	1
40750	0.5
102693	1
31331	1
33639	0.5
21083	0.5
152488	0.0714
90757	0.0526
34691	0.5
167397	0.0714
150737	0.0833
46487	0.3333
56323	1
3962	1
70956	0.5
7021	0.5
56746	0.5
333783	0.0811
691305	0.0652
135558	0.0833
19320	1
21168791	0.0392
11329	0.3333
895982	0.0182
121388	0.0769
2778986	0.0323
22354	0.5
61012	0.3333
94376	0.25
612547	0.0081
65534	1
27739	0.1667
232491	0.0556
142996	0.0526
3484466	0.0366
530598	0.0465
124680	0.125
1492745	0.0539
62737	0.0909
127686	0.0769
102701	0.0909
137890	0.1667
37085	0.5
17929	1
57943	0.4
279349	0.1538
131521	0.04
52137	0.5
208273	0.0889
31082	0.3333
52357	1
70801	0.0435
304589	0.1282
58986	0.0909
53686	0.04
61403	0.5
8602865	0.0544
96880	0.0667
14122	1
67736	0.125
61993	0.25
409731	0.0513
24670	0.2
809015	0.0895
7150	0.3333
6617	1
107605	0.1818
4509	1
136586	0.1622
52625	0.0769
15376	1
4018127	0.0982
99990	0.0513
24885	1
38386	0.1429
22829	0.5
74338	0.25
76439	0.2
48554	0.5
39184	0.3333
38134	0.5
207048	0.3333
157828	0.1029
19551	1
83641	0.2
361118	0.1176
42892	0.3333
37111	1
31052	1
139788	0.2857
30604	0.5
79758	0.2308
117019	0.25
96204	0.15
13616	1
16955	1
702298	0.1367
21429	0.5
18071	0.5
16290	0.5
56250	0.2727
25376	0.6667
16088	0.5
62784	0.1538
392482	0.1024
63250	0.5
26474	1
56506	0.5
331774	0.0857
27091	0.125
6813	1
1645727	0.0923
21298	1
113230	0.2268
35907	1
28534	1
53022	0.4
30521	1
138757	0.2308
9557071	0.0845
5630	1
11019	1
153078	0.2143
38742	0.3333
78222	0.1667
28791	0.2857
5346	0.3333
864845	0.0359
3273227	0.0544
134996	0.1429
123027	0.0714
13970	0.1
31367	0.3333
14202	1
132002	0.1111
94859	0.1481
328454	0.058
82620	0.0667
1933105	0.0349
33119	0.0833
6581	0.3333
10169	1
31984	0.1667
7013	1
569733	0.129
13502	1
423666	0.0943
154936	0.1667
88374	0.1429
82881	0.0714
132157	0.05
11123	0.5
7449	0.5
12037	0.1429
3981	0.1429
2641	0.3333
5855	0.1429
10219	0.1667
21016	0.5
17094	0.5
11433957	0.0615
132400	0.0526
30349	0.25
100374	0.1875
184412	0.05
510906	0.0684
27446	0.25
37096	0.1429
226525	0.1154
58937	0.1111
507548	0.125
919596	0.2266
28310	0.25
240592	0.1094
133019	0.1364
104768	0.0667
256672	0.2
245071	0.0727
44468	0.3333
161207	0.1591
176103	0.1
25538	0.1429
162485	0.0638
513584	0.0669
190631	0.0698
821128	0.0813
52257	0.0588
43165	0.2
306191	0.1039
150319	0.0789
131341	0.25
60201	0.1765
150674	0.2308
6718903	0.0819
42205	0.5
1084839	0.1139
472406	0.0781
104476	0.125
18228	0.6667
34309	0.5455
182594	0.0312
273012	0.0331
17264943	0.0901
58017	0.069
13577	1
35845	0.125
34276	0.2727
8180	1
73497	0.1
11179	1
5638	0.25
15491	0.25
7544	1
80792	0.0667
297378	0.0893
884122	0.0227
27602	0.2
261469	0.0106
102400	0.0476
43899	0.125
8202	0.3333
12279	1
10786	1
33287	1
3506853	0.0533
128969	0.08
529544	0.0167
1777225	0.0213
15510	0.5
399213	0.0084
605761	0.01
210305	0.0909
10065	0.5
346616	0.0476
16254	0.5
25877	0.5
35070	0.1
24293	0.2
84014	0.0465
44161	0.0222
246748	0.0769
203275	0.0594
1483771	0.0282
236835	0.037
17502	0.125
3030	0.5
66218	0.25
71554	0.1667
11377239	0.03
8513	0.2727
13071	0.25
142295	0.0303
10979	0.5
33450	0.0714
82989	0.0476
16684	1
215186	0.0833
500973	0.0159
69639	0.125
69425	0.2
219536	0.0667
65312	0.0909
590466	0.0157
16916	1
171797	0.0435
3976	0.5
32531	0.25
21388	0.1667
17453	1
246586	0.0208
13410	0.1667
30374	0.0909
8676	0.5
105686	0.0588
21268	0.3333
7164788	0.034
657013	0.0606
41928	0.1429
34356	0.5
40484	0.25
2298696	0.0584
18705	0.5
37214	0.0909
239597	0.0909
25228	0.5
22364	0.5
197016	0.037
6357	0.2222
236072	0.0612
89824	0.027
104386	0.1429
142761	0.0435
90655	0.0909
122098	0.1053
274182	0.0594
376818	0.087
146497	0.0526
168668	0.2308
4191	1
101470	0.1639
76801	0.15
1204073	0.043
84650	0.2
121532	0.1111
400927	0.047
121862	0.3
17896	1
249210	0.0855
35292	0.125
82238	0.3333
423884	0.0647
46793	0.5
15494	1
273726	0.0886
69385	0.2
194276	0.0448
175844	0.0408
154489	0.0957
320459	0.0278
1379182	0.1121
8159	1
11166	0.0769
251627	0.2143
101816	0.2222
175693	0.08
163901	0.1111
237700	0.1375
74773	0.2
370821	0.08
120858	0.2
173939	0.1111
61252	0.25
77263	0.2143
233662	0.0357
124937	0.0938
30044	1
418962	0.1667
31444	1
28516	0.4
7260	1
103391	0.5
68432	0.2
306114	0.0556
78013	0.2727
21747	0.6667
100179	0.2105
238882	0.1111
472912	0.058
12908	0.25
19779	0.6667
29564	0.4
68885	0.5
445842	0.0537
151888	0.0714
56702	0.125
50498	0.0833
18524	0.3333
60174	0.3333
698418	0.1021
113542	0.0667
19648	0.0833
109424	0.0909
46687	0.5
63407	1
168328	0.1429
27303	0.5
404142	0.0976
39719	1
117452	0.0857
49961	0.25
56150	0.5
325073	0.1413
228743	0.1538
39516	0.5455
56322	0.3333
123393	0.0455
703293	0.0526
10799	1
206424	0.4375
17139	1
193475	0.5
14788	0.5
57386	0.4286
139447	0.025
27557	1
718773	0.0531
6929	1
433311	0.0597
838936	0.067
161127	0.0687
251983	0.1667
460671	0.1053
721944	0.0287
15825	0.25
40954	0.1667
12252023	0.0839
91016	0.0556
88980	0.1333
365798	0.0097
45107	1
125815	0.2
679378	0.1899
297637	0.0917
289664	0.0855
129193	0.1667
52597	0.2143
121838	0.2
78728	0.0476
122480	0.25
45919049	0.0833
299127	0.0323
51252	1
1572866	0.0345
19761	0.0455
407319	0.0524
881935	0.047
17545	1
15616	1
28635	1
1018948	0.0507
51901	0.1111
13176	1
7951	1
25733	1
3337357	0.0654
27502	1
19679	0.2
34308	1
28294	0.5
37869	0.125
48296	0.1
101337	0.1
97377	0.0567
2182763	0.0834
55751	0.3333
63905	0.1316
19454	0.5
114273	0.0545
36279	0.0526
33347	0.0625
65844	0.0714
59849	0.0588
4144597	0.0798
503327	0.0312
121364	0.0217
845731	0.0278
17040	1
16970	1
54379	1
23328	0.5
30662	0.5
54704	0.25
614872	0.0152
7128	0.5
162327	0.0224
45873	0.0625
213223	0.0192
14579	0.1667
8761	1
76147	0.3333
216707	0.1429
198440	0.1
2872347	0.0303
20519	0.2143
19178	1
338480	0.0435
14873064	0.0339
14929	0.2
62641	0.2
17146	0.25
74547	0.0909
10935	1
17738	0.5
