estimated_population_2019	death_rate
22547	0.1667
18699	1
71743	0.0909
361400	0.0442
53618	0.1053
19450	1
2669342	0.0561
67337	0.0909
13353	1
102498	0.2
26178	0.3333
38166	0.5
37980	0.0323
34682	0.1667
59540	0.1429
227886	0.0826
128978	0.0541
38737	0.1667
43797	0.1667
83432	0.04
43258	1
20567	0.3333
81082	0.0909
78194	0.0588
16554	1
43703	0.25
48422	0.1111
13000	0.25
208935	0.0253
18324	1
75946	0.25
19825	1
60889	1
9132078	0.0572
3015268	0.0275
3015268	0.0257
30586	0.3333
381285	0.0241
173555	0.0303
11574	0.3333
130611	0.0833
517510	0.045
78239	0.0588
493838	0.0226
362097	0.0289
4018650	0.0282
578179	0.0526
5600	0.5
70084	0.0741
1516113	0.0412
208299	0.2222
10988	0.3333
31458	0.3333
89918	1
3223	0.1667
235647	0.0714
168468	0.1429
7018354	0.0494
26803	0.25
29848	0.3333
104949	0.1111
32695	1
258682	0.0366
50266	1
122197	0.0462
30761	0.1818
177687	0.0455
1101884	0.0486
7075181	0.0475
3429	1
2512070	0.0212
6868	1
75123	0.3333
663855	0.0222
238230	0.0196
31617	1
36225	0.0476
279885	0.1818
120060	0.125
568873	0.019
60724	0.0714
409341	0.1667
2462	1
40750	0.5
102693	1
31331	1
33639	0.5
21083	0.5
152488	0.0714
90757	0.0526
34691	0.5
167397	0.0714
150737	0.0909
46487	0.3333
56323	1
3962	1
70956	0.5
7021	0.5
56746	0.5
333783	0.0909
691305	0.0549
135558	0.0909
19320	1
21168791	0.0381
11329	0.3333
895982	0.0185
121388	0.0811
2778986	0.0329
22354	0.5
61012	0.3333
94376	0.25
612547	0.0084
65534	1
27739	0.1667
232491	0.0556
3484466	0.0332
530598	0.0427
124680	0.1667
1492745	0.052
62737	0.1
127686	0.0769
102701	0.0909
137890	0.25
37085	0.5
17929	1
57943	0.4
279349	0.1538
131521	0.0435
52137	0.5
208273	0.0889
31082	0.3333
52357	1
70801	0.0455
304589	0.1282
58986	0.0909
53686	0.0588
61403	1
8602865	0.0545
96880	0.0833
67736	0.125
61993	0.25
409731	0.0571
24670	0.25
809015	0.0979
7150	0.3333
107605	0.25
4509	1
136586	0.1724
52625	0.0769
15376	1
4018127	0.1029
99990	0.0323
24885	1
38386	0.2
22829	1
74338	0.2727
76439	0.2
48554	0.5
39184	0.3333
38134	0.5
207048	0.3636
157828	0.1186
19551	1
361118	0.1765
42892	0.3333
37111	1
31052	1
139788	0.2857
30604	0.5
79758	0.3
117019	0.2414
96204	0.2143
13616	1
702298	0.1341
18071	0.5
16290	1
56250	0.3
25376	0.6667
16088	0.5
62784	0.1818
392482	0.0996
63250	0.75
26474	1
56506	0.5
331774	0.0725
27091	0.1429
6813	1
1645727	0.0923
21298	1
113230	0.2247
35907	1
28534	1
53022	0.4
138757	0.2
9557071	0.088
5630	1
153078	0.2143
38742	0.3333
78222	0.5
28791	0.3333
5346	0.3333
864845	0.0392
3273227	0.0572
134996	0.1429
123027	0.0769
13970	0.1
31367	0.3333
14202	1
132002	0.1111
94859	0.1481
328454	0.0441
82620	0.0667
1933105	0.0353
33119	0.1
10169	1
31984	0.1667
7013	1
569733	0.1075
13502	1
423666	0.0943
154936	0.1667
88374	0.1538
82881	0.0714
132157	0.0526
11123	0.5
7449	0.5
12037	0.1429
3981	0.1429
2641	0.5
5855	0.1429
10219	0.1667
21016	1
17094	0.5
11433957	0.0591
132400	0.0526
30349	0.25
100374	0.2143
184412	0.0588
510906	0.0755
27446	0.25
37096	0.1667
226525	0.087
58937	0.1429
507548	0.125
919596	0.1803
28310	0.25
240592	0.1186
133019	0.1765
104768	0.0714
256672	0.2
245071	0.0769
44468	0.3333
161207	0.1707
176103	0.1
25538	0.1667
162485	0.0476
513584	0.0683
190631	0.0571
821128	0.0789
52257	0.0714
43165	0.25
306191	0.1169
150319	0.0833
131341	0.25
60201	0.2
150674	0.2308
6718903	0.0848
42205	0.5
1084839	0.1164
472406	0.0826
104476	0.125
18228	0.6667
34309	0.5455
182594	0.0312
273012	0.0331
17264943	0.0907
58017	0.0345
13577	1
35845	0.1429
34276	0.2727
8180	1
73497	0.1
11179	1
5638	0.25
15491	0.25
7544	1
297378	0.0811
884122	0.0243
27602	0.2
261469	0.0108
102400	0.0488
8202	0.3333
12279	1
10786	1
33287	1
3506853	0.0512
128969	0.1
529544	0.0145
1777225	0.0207
15510	0.5
399213	0.0065
605761	0.0087
210305	0.1
10065	0.5
346616	0.05
16254	0.5
25877	0.5
35070	0.1
24293	0.2
84014	0.0465
44161	0.0278
246748	0.0769
203275	0.0822
1483771	0.0262
236835	0.037
17502	0.125
3030	0.5
66218	0.25
71554	0.25
11377239	0.031
8513	0.2727
13071	0.25
142295	0.0303
10979	0.5
33450	0.0714
82989	0.0476
16684	1
215186	0.0833
500973	0.0159
69639	0.125
69425	0.2
219536	0.0667
65312	0.0909
590466	0.0157
16916	1
171797	0.0455
3976	0.5
32531	0.25
21388	0.1667
17453	1
246586	0.0208
13410	0.1667
30374	0.0909
8676	0.5
105686	0.0588
21268	0.3333
7164788	0.0347
657013	0.0526
41928	0.1429
34356	0.5
40484	0.25
2298696	0.0552
18705	0.5
37214	0.1429
239597	0.1071
25228	0.5
197016	0.0217
6357	0.2222
236072	0.0612
89824	0.0357
104386	0.1429
142761	0.0435
90655	0.1
122098	0.1111
32812	1
274182	0.0647
376818	0.0952
146497	0.0571
168668	0.1892
4191	1
101470	0.1786
76801	0.1579
1204073	0.048
84650	0.125
121532	0.125
400927	0.0476
121862	0.3333
17896	1
249210	0.0577
35292	0.125
82238	0.3333
423884	0.0728
46793	0.5
15494	1
273726	0.0882
69385	0.2308
194276	0.0484
175844	0.0513
154489	0.1154
320459	0.0204
1379182	0.1153
8159	1
11166	0.0909
251627	0.2143
101816	0.1429
175693	0.0938
163901	0.125
237700	0.1486
74773	0.2
370821	0.0476
17436	1
120858	0.25
173939	0.1111
61252	0.25
77263	0.2308
233662	0.0385
124937	0.1
30044	1
418962	0.1739
31444	1
28516	0.4
7260	1
103391	0.5
306114	0.0769
78013	0.2727
21747	0.6667
100179	0.2667
238882	0.125
472912	0.042
12908	0.25
29564	0.4
68885	0.5
445842	0.0602
151888	0.0769
56702	0.1667
50498	0.0909
60174	0.5
698418	0.108
19648	0.2
109424	0.0909
46687	0.5
63407	1
168328	0.1667
404142	0.0833
39719	1
117452	0.1
49961	0.25
56150	0.5
325073	0.1026
228743	0.1538
39516	0.6
56322	0.2
123393	0.0526
703293	0.0543
10799	1
206424	0.3571
17139	1
193475	0.5
14788	0.5
57386	0.5
139447	0.0147
27557	1
718773	0.0574
6929	1
433311	0.0518
838936	0.0689
161127	0.0709
251983	0.2
460671	0.1127
721944	0.0316
15825	0.5
40954	0.2
12252023	0.0856
91016	0.0714
88980	0.1429
365798	0.0118
45107	1
125815	0.1111
679378	0.2105
297637	0.0814
289664	0.0845
129193	0.1765
52597	0.25
121838	0.25
78728	0.0526
122480	0.25
45919049	0.0848
299127	0.0333
51252	1
1572866	0.04
19761	0.0476
407319	0.0486
881935	0.0441
17545	1
15616	1
1018948	0.05
51901	0.1429
13176	1
7951	1
25733	1
3337357	0.0679
27502	1
19679	1
28294	1
37869	0.125
48296	0.1
101337	0.0714
97377	0.0588
2182763	0.0844
55751	0.5
63905	0.1389
19454	0.5
114273	0.0682
36279	0.0833
65844	0.0303
59849	0.1429
4144597	0.081
503327	0.031
121364	0.029
845731	0.0288
17040	1
16970	1
54379	1
23328	0.5
30662	0.5
614872	0.0159
7128	0.6667
162327	0.0236
45873	0.0625
213223	0.0202
14579	0.1667
8761	1
76147	0.2
216707	0.1429
198440	0.1081
2872347	0.0299
20519	0.2143
19178	1
338480	0.0435
14873064	0.0336
14929	0.25
62641	0.3333
74547	0.1111
10935	1
17738	0.5
18699	1
71743	0.1
361400	0.0494
53618	0.1364
19450	1
2669342	0.0559
67337	0.0952
13353	1
102498	0.2222
38166	0.5
37980	0.0476
34682	0.1818
59540	0.25
227886	0.0693
128978	0.0588
43797	0.1667
43258	0.5
20567	0.5
81082	0.0909
78194	0.0714
16554	1
43703	0.25
48422	0.1667
13000	0.25
208935	0.0267
18324	1
75946	0.25
60889	1
9132078	0.0576
3015268	0.0287
3015268	0.0269
381285	0.0288
173555	0.0303
11574	0.3333
130611	0.0833
517510	0.042
78239	0.0714
493838	0.0262
362097	0.0321
4018650	0.0296
578179	0.0588
5600	0.5
70084	0.0833
1516113	0.0428
208299	0.2222
10988	0.3333
31458	0.3333
89918	1
3223	0.2
235647	0.0769
168468	0.1429
7018354	0.0508
26803	0.25
29848	0.3333
32695	1
258682	0.0556
50266	1
122197	0.0476
30761	0.2
177687	0.0397
1101884	0.0453
7075181	0.0451
3429	1
2512070	0.0183
6868	1
10350	0.5
663855	0.0233
238230	0.0244
31617	1
36225	0.05
279885	0.2
120060	0.1667
568873	0.0196
60724	0.0833
409341	0.2
2462	1
40750	0.5
102693	1
31331	1
33639	1
21083	0.5
152488	0.0714
90757	0.1111
34691	0.5
167397	0.0909
150737	0.0952
56323	1
3962	1
70956	0.5
7021	0.5
56746	0.5
333783	0.1034
691305	0.0658
135558	0.0909
19320	1
21168791	0.039
11329	0.3333
895982	0.0208
121388	0.125
2778986	0.0376
22354	0.5
61012	0.3333
94376	0.25
612547	0.0093
65534	1
232491	0.0571
3484466	0.0318
530598	0.008
1492745	0.041
102701	0.25
137890	0.5
37085	0.5
17929	1
57943	0.2
279349	0.1111
131521	0.0526
52137	0.5
208273	0.129
52357	1
304589	0.1282
58986	0.1
8602865	0.0418
96880	0.1
67736	0.1333
61993	0.25
409731	0.0667
809015	0.1102
7150	0.3333
107605	0.25
4509	1
136586	0.16
52625	0.1
15376	1
4018127	0.114
99990	0.0278
38386	0.2
22829	0.5
74338	0.25
48554	0.5
39184	0.2
38134	0.5
207048	0.2791
157828	0.1129
19551	1
361118	0.125
42892	0.5
37111	1
31052	1
139788	0.2222
30604	0.3333
79758	0.375
117019	0.1613
96204	0.2143
13616	1
702298	0.0957
18071	0.5
16290	1
56250	0.3
25376	0.5
16088	0.5
62784	0.1053
392482	0.0772
63250	0.6
56506	0.3889
331774	0.0529
27091	0.125
1645727	0.0669
21298	0.25
113230	0.2128
35907	1
28534	1
53022	0.4
138757	0.1944
9557071	0.0866
5630	1
153078	0.3
38742	0.3333
78222	0.5
28791	0.3333
5346	0.3333
864845	0.0391
3273227	0.0625
134996	0.1538
123027	0.0769
31367	0.3333
14202	1
132002	0.1176
94859	0.1538
328454	0.0455
82620	0.0667
1933105	0.036
33119	0.1111
10169	1
31984	0.1667
7013	1
569733	0.0879
13502	1
423666	0.1
154936	0.1667
88374	0.1667
82881	0.0714
132157	0.0526
11123	0.5
7449	0.5
12037	0.1429
3981	0.1429
2641	0.5
10219	0.1667
21016	1
11433957	0.0566
132400	0.0526
30349	0.25
100374	0.2143
184412	0.0588
510906	0.0673
27446	0.25
37096	0.1667
226525	0.087
58937	0.1429
507548	0.125
919596	0.1646
28310	0.2727
240592	0.1207
133019	0.1765
104768	0.0769
256672	0.2
245071	0.0577
44468	0.3333
161207	0.175
176103	0.1011
25538	0.1667
162485	0.0476
513584	0.0669
190631	0.0571
821128	0.072
52257	0.1
43165	0.25
306191	0.1053
150319	0.0857
131341	0.2667
60201	0.2
150674	0.2083
6718903	0.08
42205	0.5
1084839	0.0972
472406	0.069
104476	0.1333
18228	0.6667
34309	0.5455
182594	0.0323
273012	0.0331
17264943	0.0859
58017	0.04
13577	1
35845	0.1429
34276	0.2727
73497	0.1
11179	1
5638	0.25
15491	0.5
7544	1
297378	0.0818
884122	0.0251
261469	0.0109
102400	0.0513
8202	0.3333
12279	1
10786	1
33287	1
3506853	0.0504
128969	0.25
529544	0.0167
1777225	0.02
15510	0.5
399213	0.0075
605761	0.0099
210305	0.1111
10065	0.5
346616	0.0526
16254	0.5
25877	0.5
24293	0.25
44161	0.0303
246748	0.0769
203275	0.0822
1483771	0.0242
236835	0.0417
17502	0.125
3030	0.5
66218	0.25
11377239	0.0279
8513	0.2727
13071	0.25
142295	0.0317
10979	0.5
33450	0.0714
82989	0.0484
16684	1
215186	0.0851
500973	0.0161
69639	0.1429
69425	0.2
219536	0.0667
65312	0.1
590466	0.0175
16916	1
171797	0.05
3976	0.5
32531	0.25
21388	0.2
17453	1
246586	0.0208
13410	0.1667
30374	0.0909
8676	0.5
105686	0.0588
21268	0.3333
7164788	0.0359
657013	0.0581
41928	0.1429
34356	0.5
40484	0.25
2298696	0.0593
18705	0.5
37214	0.1111
239597	0.1111
25228	1
197016	0.025
6357	0.2222
236072	0.0577
89824	0.0357
104386	0.1429
142761	0.0455
90655	0.125
122098	0.1333
32812	1
274182	0.037
376818	0.082
146497	0.0714
168668	0.1944
4191	1
101470	0.1346
76801	0.1333
1204073	0.0427
84650	0.125
121532	0.1429
400927	0.0541
121862	0.3
17896	1
249210	0.0526
35292	0.1429
82238	0.3333
423884	0.0331
46793	0.6667
15494	1
273726	0.0781
69385	0.3
194276	0.05
175844	0.0294
154489	0.0882
320459	0.0274
1379182	0.118
8159	1
11166	0.0625
251627	0.2308
101816	0.1667
175693	0.0984
163901	0.125
237700	0.15
74773	0.2
17436	1
120858	0.25
61252	0.25
77263	0.2308
233662	0.0435
124937	0.1111
418962	0.1429
31444	1
28516	0.4
103391	0.5
306114	0.1
78013	0.25
21747	1
100179	0.2857
238882	0.125
472912	0.0348
12908	0.3333
68885	0.5
445842	0.0625
151888	0.1
56702	0.2
50498	0.0909
60174	0.5
698418	0.1019
19648	0.2
1833	1
6093	1
168328	0.1667
404142	0.0588
39719	1
117452	0.0938
56150	0.5
325073	0.1167
228743	0.25
39516	0.4444
56322	0.25
123393	0.0286
703293	0.0568
206424	0.2857
17139	1
193475	0.5
14788	0.5
57386	0.6
139447	0.0152
27557	1
718773	0.0524
6929	1
433311	0.0572
838936	0.0698
161127	0.0439
251983	0.2222
460671	0.1081
721944	0.0355
15825	0.5
40954	0.2
12252023	0.0812
88980	0.1429
365798	0.0164
125815	0.1111
679378	0.2069
297637	0.0833
289664	0.0786
129193	0.2143
52597	0.3
121838	0.3333
78728	0.0588
122480	0.2857
45919049	0.0803
299127	0.0357
51252	1
1572866	0.0465
19761	0.0476
407319	0.0407
881935	0.0374
15616	1
1018948	0.0683
51901	0.1667
7951	1
25733	1
3337357	0.0823
27502	1
19679	1
28294	1
37869	0.2222
48296	0.1081
101337	0.0208
97377	0.0609
2182763	0.0878
55751	1
63905	0.069
19454	0.5
114273	0.0857
36279	0.0833
65844	0.0455
59849	0.1667
4144597	0.0831
503327	0.0296
121364	0.0328
845731	0.0285
17040	1
54379	1
23328	0.5
30662	0.5
614872	0.0164
7128	0.6667
162327	0.0316
45873	0.0667
213223	0.0143
14579	0.2
8761	1
76147	0.2
216707	0.1429
198440	0.1081
2872347	0.026
20519	0.1538
19178	1
338480	0.0435
14873064	0.0322
14929	0.25
62641	1
74547	0.1
10935	1
17738	0.5
18699	1
71743	0.125
361400	0.0559
53618	0.1463
19450	1
2669342	0.0572
67337	0.0952
102498	0.2222
38166	0.5
37980	0.0526
34682	0.1818
59540	0.2857
227886	0.0732
128978	0.0833
43797	0.1667
43258	0.5
81082	0.0909
16554	1
43703	0.25
48422	0.1667
75946	0.25
9132078	0.0581
3015268	0.0278
3015268	0.0261
381285	0.0231
173555	0.04
11574	0.3333
130611	0.0833
517510	0.0382
78239	0.0714
493838	0.0223
362097	0.0309
4018650	0.0274
578179	0.0667
5600	0.5
70084	0.0417
1516113	0.0392
208299	0.2222
10988	1
31458	0.3333
89918	1
3223	0.2
235647	0.0769
168468	0.1429
7018354	0.0479
26803	0.25
32695	1
258682	0.0556
122197	0.0526
30761	0.25
177687	0.0417
1101884	0.043
7075181	0.0433
3429	1
2512070	0.0185
6868	1
75123	0.3333
238230	0.0244
31617	1
36225	0.05
279885	0.1818
120060	0.1667
568873	0.0196
60724	0.0769
409341	0.2
40750	0.5
102693	1
33639	1
21083	0.5
152488	0.0714
90757	0.1111
34691	0.5
167397	0.125
150737	0.0952
56323	1
70956	0.5
7021	0.5
56746	0.5
333783	0.1154
691305	0.0694
135558	0.0909
19320	1
21168791	0.0366
11329	0.3333
895982	0.022
121388	0.1111
2778986	0.0343
22354	0.5
61012	0.3333
94376	0.25
612547	0.0098
65534	1
232491	0.0303
3484466	0.0293
530598	0.0083
1492745	0.0335
102701	0.25
137890	0.5
37085	1
17929	1
57943	0.25
279349	0.1111
131521	0.0526
208273	0.129
52357	1
304589	0.0857
58986	0.1
8602865	0.036
96880	0.1
67736	0.1333
61993	0.5
409731	0.0833
809015	0.1087
7150	0.3333
107605	0.25
4509	1
136586	0.12
52625	0.125
15376	1
4018127	0.1159
99990	0.0323
38386	0.2
22829	0.5
74338	0.1667
48554	0.5
39184	0.2
38134	0.5
207048	0.3
157828	0.094
19551	1
361118	0.1333
42892	0.5
31052	1
139788	0.2222
30604	0.25
79758	0.375
117019	0.1852
96204	0.1538
702298	0.0909
18071	0.5
16290	1
56250	0.3333
25376	0.6667
16088	0.5
62784	0.1429
392482	0.0853
63250	0.6
56506	0.3333
331774	0.0598
27091	0.125
1645727	0.0651
21298	1
113230	0.2069
35907	1
28534	1
53022	0.4
138757	0.2
9557071	0.0855
5630	1
153078	0.2
38742	1
78222	0.5
28791	0.4
5346	0.3333
864845	0.0449
3273227	0.0691
134996	0.1667
123027	0.0769
31367	0.3333
14202	1
132002	0.1176
94859	0.1538
328454	0.0469
82620	0.0667
1933105	0.0368
33119	0.125
10169	1
31984	0.1667
7013	1
569733	0.0879
13502	1
423666	0.1
154936	0.1667
88374	0.1667
82881	0.0714
132157	0.0526
11123	0.5
7449	0.5
12037	0.1429
3981	0.1429
10219	0.1667
11433957	0.0557
132400	0.0526
30349	0.3333
100374	0.2308
184412	0.0588
510906	0.0833
27446	0.25
37096	0.1667
58937	0.2
507548	0.1429
919596	0.1751
28310	0.2727
240592	0.1273
133019	0.2143
104768	0.0769
256672	0.2381
245071	0.0789
44468	0.4
161207	0.1316
176103	0.1233
25538	0.2
513584	0.0669
190631	0.0312
821128	0.0804
43165	0.25
306191	0.1081
150319	0.0938
131341	0.2308
60201	0.3
150674	0.2083
6718903	0.0829
42205	0.5
1084839	0.0738
472406	0.0755
104476	0.1667
18228	0.6667
34309	0.6667
182594	0.0417
273012	0.0345
17264943	0.0883
58017	0.0417
35845	0.1429
34276	0.2727
73497	0.1111
11179	1
5638	0.25
15491	0.5
7544	1
297378	0.0755
884122	0.0239
261469	0.0123
102400	0.0513
8202	0.3333
12279	1
10786	1
33287	1
3506853	0.048
15510	0.5
399213	0.0076
605761	0.0101
210305	0.125
10065	0.5
346616	0.0526
16254	0.5
25877	0.5
24293	0.25
44161	0.0357
246748	0.0769
203275	0.0862
1483771	0.0249
236835	0.0435
17502	0.125
3030	0.5
66218	0.3333
11377239	0.0289
8513	0.2727
13071	0.3333
142295	0.0169
10979	0.5
33450	0.0741
82989	0.0492
16684	1
215186	0.087
500973	0.0164
69639	0.1429
69425	0.25
219536	0.0444
590466	0.02
16916	1
171797	0.0526
3976	0.5
32531	0.25
21388	0.2
17453	1
246586	0.0217
13410	0.1667
30374	0.1
8676	0.5
105686	0.0606
21268	0.3333
7164788	0.035
657013	0.0676
41928	0.1429
40484	0.25
2298696	0.0593
18705	1
37214	0.1429
239597	0.12
25228	1
197016	0.0256
236072	0.0392
89824	0.04
104386	0.1667
142761	0.0455
90655	0.125
122098	0.1333
274182	0.0338
376818	0.0517
146497	0.0714
168668	0.1944
4191	1
101470	0.14
76801	0.0909
1204073	0.0446
84650	0.1429
121532	0.1429
400927	0.0288
121862	0.3333
17896	1
249210	0.0532
35292	0.1429
82238	0.3333
423884	0.0362
46793	0.6667
15494	1
273726	0.0806
194276	0.0508
175844	0.0303
154489	0.0597
320459	0.0294
1379182	0.0846
8159	1
11166	0.0625
101816	0.1667
175693	0.0189
163901	0.1429
237700	0.098
74773	0.2
120858	0.25
77263	0.2222
124937	0.125
418962	0.1194
31444	1
28516	0.4
103391	0.5
306114	0.1
78013	0.3333
100179	0.2857
238882	0.125
472912	0.0367
12908	0.3333
68885	0.5
445842	0.063
151888	0.1111
56702	0.2
50498	0.0909
60174	0.5
698418	0.0907
46687	1
63407	1
168328	0.25
404142	0.08
117452	0.1
56150	0.5
325073	0.1228
228743	0.25
39516	0.375
56322	0.25
123393	0.0286
703293	0.0581
206424	0.2857
193475	0.5
14788	0.5
57386	0.3333
139447	0.0154
718773	0.0509
6929	1
433311	0.0588
838936	0.059
161127	0.0357
251983	0.2222
460671	0.1096
721944	0.0216
40954	0.25
12252023	0.0728
88980	0.1429
365798	0.0167
125815	0.1111
679378	0.2143
297637	0.0843
289664	0.0606
129193	0.2143
52597	0.3
121838	0.3333
122480	0.2857
45919049	0.0713
299127	0.04
51252	1
1572866	0.0541
19761	0.05
407319	0.0455
881935	0.041
15616	1
1018948	0.0739
51901	0.1667
7951	1
25733	1
3337357	0.0905
19679	1
28294	1
37869	0.25
48296	0.0811
101337	0.0256
97377	0.055
2182763	0.0901
55751	1
63905	0.0714
19454	0.5
114273	0.1034
36279	0.0833
65844	0.0476
59849	0.1667
4144597	0.085
503327	0.0285
121364	0.0328
845731	0.0279
17040	1
54379	1
23328	0.5
614872	0.0164
7128	0.6667
162327	0.0326
45873	0.0667
213223	0.0172
14579	0.2
8761	1
76147	0.2
216707	0.1429
198440	0.1176
2872347	0.0248
20519	0.1538
19178	1
338480	0.0455
14873064	0.0319
14929	0.25
62641	1
74547	0.125
17738	1
18699	1
71743	0.125
361400	0.0648
53618	0.1538
19450	1
2669342	0.0583
67337	0.0952
102498	0.3636
38166	0.5
37980	0.0667
34682	0.1818
59540	0.3333
227886	0.0641
128978	0.0952
43258	1
81082	0.125
16554	1
43703	0.25
48422	0.2
75946	0.25
9132078	0.06
3015268	0.0281
3015268	0.0263
381285	0.0079
173555	0.04
11574	0.3333
130611	0.0833
517510	0.0358
78239	0.0714
493838	0.0232
362097	0.031
4018650	0.0259
578179	0.0667
5600	1
1516113	0.0417
208299	0.2222
10988	1
31458	0.3333
3223	0.2
235647	0.0769
168468	0.1429
7018354	0.0451
26803	1
32695	1
258682	0.0638
122197	0.0588
30761	0.2857
177687	0.045
1101884	0.0392
7075181	0.0411
3429	1
2512070	0.0171
6868	1
75123	0.3333
238230	0.0244
31617	1
36225	0.0526
279885	0.2
120060	0.1667
568873	0.0202
60724	0.0833
409341	0.2
40750	0.5
102693	1
33639	1
21083	0.5
152488	0.0769
90757	0.1111
34691	0.5
167397	0.125
150737	0.0952
70956	0.5
7021	0.5
56746	0.5
333783	0.1154
691305	0.0563
135558	0.0909
19320	1
21168791	0.0358
11329	0.3333
895982	0.0222
121388	0.1111
2778986	0.0347
22354	0.5
61012	0.3333
94376	0.25
612547	0.0104
65534	1
232491	0.0417
3484466	0.0331
530598	0.009
1492745	0.0356
102701	0.25
137890	0.5
37085	1
131521	0.0556
208273	0.16
52357	0.5
304589	0.1071
58986	0.1667
8602865	0.037
96880	0.1111
67736	0.1667
61993	0.5
409731	0.1
809015	0.122
7150	0.3333
107605	0.25
4509	1
136586	0.0833
52625	0.3333
15376	1
4018127	0.1296
38386	0.2
22829	1
74338	0.1818
48554	0.5
39184	0.3333
38134	0.5
207048	0.375
157828	0.0909
19551	1
361118	0.1333
42892	0.5
31052	1
139788	0.1429
30604	0.3333
79758	0.4286
117019	0.2083
96204	0.1818
702298	0.1009
18071	0.5
16290	1
56250	0.3333
25376	1
16088	0.5
62784	0.1667
392482	0.0909
63250	0.6
56506	0.4615
331774	0.0427
27091	0.1667
1645727	0.0676
21298	1
113230	0.2466
35907	1
53022	0.5
138757	0.1923
9557071	0.0894
5630	1
153078	0.2
38742	1
78222	0.5
28791	0.4
5346	0.3333
864845	0.0467
3273227	0.0728
134996	0.1667
123027	0.0769
31367	0.3333
14202	1
132002	0.1176
94859	0.1667
328454	0.0469
82620	0.0667
1933105	0.0295
33119	0.125
10169	1
31984	0.1667
7013	1
569733	0.0778
13502	1
423666	0.102
154936	0.1667
88374	0.1667
82881	0.0714
132157	0.0556
11123	0.5
7449	0.5
12037	0.1429
3981	0.1429
11433957	0.0529
132400	0.0526
30349	0.3333
100374	0.25
184412	0.0667
510906	0.0897
27446	0.25
37096	0.2
58937	0.2
507548	0.1429
919596	0.1756
28310	0.3333
240592	0.1458
133019	0.25
104768	0.0909
256672	0.2105
245071	0.0857
44468	0.4
161207	0.1282
176103	0.1324
25538	0.2
513584	0.0687
190631	0.0312
821128	0.0867
43165	0.25
306191	0.0986
150319	0.0526
131341	0.2308
60201	0.2222
150674	0.3125
6718903	0.0789
42205	0.5
1084839	0.0804
472406	0.087
104476	0.1667
18228	0.6667
34309	0.5
182594	0.0476
273012	0.0408
17264943	0.0869
58017	0.0417
35845	0.1429
34276	0.2857
11179	1
5638	0.25
7544	1
297378	0.0755
884122	0.023
102400	0.0588
8202	1
12279	1
10786	1
33287	1
3506853	0.0449
128969	0.2857
529544	0.0184
1777225	0.0224
15510	0.5
399213	0.0079
605761	0.0107
210305	0.1111
10065	0.5
346616	0.0526
16254	0.5
25877	0.5
24293	0.25
44161	0.0417
246748	0.0769
203275	0.093
1483771	0.0254
236835	0.0476
17502	0.125
3030	1
66218	0.3333
11377239	0.0294
8513	0.2727
142295	0.0169
10979	0.5
33450	0.0741
82989	0.05
215186	0.087
500973	0.0167
69639	0.1429
69425	0.25
219536	0.0444
590466	0.02
16916	1
171797	0.0588
3976	0.5
32531	0.25
21388	0.2
17453	1
246586	0.0227
13410	0.1667
30374	0.1
8676	0.5
105686	0.0606
21268	0.3333
7164788	0.0339
657013	0.0676
41928	0.1429
40484	0.25
2298696	0.0598
18705	1
37214	0.1429
239597	0.12
25228	1
236072	0.0392
89824	0.04
104386	0.1667
142761	0.0455
90655	0.125
122098	0.1818
274182	0.0347
376818	0.0517
146497	0.0714
168668	0.1944
4191	1
101470	0.1429
76801	0.1111
1204073	0.0352
84650	0.1429
121532	0.1429
400927	0.0297
121862	0.3333
17896	1
249210	0.0562
35292	0.1429
82238	0.3333
423884	0.037
46793	0.6667
15494	1
273726	0.0833
194276	0.0517
175844	0.0303
154489	0.0455
320459	0.0308
1379182	0.0848
8159	1
101816	0.1667
175693	0.0196
163901	0.1429
237700	0.098
74773	0.2
120858	0.25
77263	0.2222
124937	0.0625
418962	0.1132
31444	1
28516	0.4
103391	0.5
306114	0.1
78013	0.3333
100179	0.2857
238882	0.125
472912	0.0417
12908	0.3333
68885	0.5
445842	0.0645
151888	0.1111
56702	0.3333
50498	0.0909
60174	0.5
698418	0.0841
46687	1
63407	1
168328	0.3333
404142	0.08
117452	0.1071
56150	0.5
325073	0.1228
228743	0.25
39516	0.375
56322	0.25
123393	0.0286
703293	0.0595
206424	0.2857
193475	0.5
14788	0.5
57386	0.3333
139447	0.0159
718773	0.0519
6929	1
433311	0.059
838936	0.0645
161127	0.0364
251983	0.2222
460671	0.1111
721944	0.0217
40954	0.25
12252023	0.0728
88980	0.3333
365798	0.0169
125815	0.1111
679378	0.2143
297637	0.0854
289664	0.0645
129193	0.2143
52597	0.3
122480	0.1667
45919049	0.071
299127	0.04
51252	1
1572866	0.0556
19761	0.0526
407319	0.0515
881935	0.0455
15616	1
1018948	0.0857
51901	0.1667
7951	1
25733	1
3337357	0.1053
28294	1
37869	0.1667
48296	0.125
101337	0.037
97377	0.0647
2182763	0.088
55751	1
63905	0.0909
19454	0.5
114273	0.1429
36279	0.0909
65844	0.0909
59849	0.2
4144597	0.0856
503327	0.0307
121364	0.0333
845731	0.0299
17040	1
54379	1
23328	0.5
614872	0.0172
7128	0.4
162327	0.038
45873	0.0625
213223	0.0189
14579	0.25
8761	1
76147	0.2
